ticker,0
360ONE,-0.05
3MINDIA,-0.05
AARTIIND,-0.05
AAVAS,-0.05
ABB,-0.05
ABBOTINDIA,-0.05
ABCAPITAL,-0.05
ABFRL,-0.05
ABSLAMC,-0.05
ACC,-0.05
ACE,-0.05
ADANIENSOL,-0.05
ADANIENT,-0.05
ADANIGREEN,-0.05
ADANIPORTS,-0.05
ADANIPOWER,-0.05
AEGISLOG,-0.05
AFFLE,-0.05
AIAENG,-0.05
AJANTPHARM,-0.05
